age,child_number,family_size,income,living_minimum,study_certificate,isEgisso,service_108,service_116
6,1,2,71283,15428,0,0,0,0
14,2,3,38555,15428,0,1,0,0
11,1,3,17518,15428,0,1,0,0
13,3,4,90227,15428,0,0,0,0
12,1,4,77932,15428,0,0,0,0
18,1,4,84576,15428,1,0,0,0
11,1,3,69570,15428,0,1,0,0
15,1,4,51223,15428,0,0,1,0
15,3,4,68660,15428,0,1,0,0
0,2,5,89497,15428,0,0,0,0
14,1,2,97612,15428,0,0,0,0
4,3,4,65022,15428,0,1,0,0
5,1,2,46709,15428,0,1,0,0
16,4,5,63639,15428,1,1,0,0
10,1,3,86865,15428,0,1,0,0
3,2,3,88061,15428,0,1,0,0
17,3,5,94046,15428,1,0,0,0
13,1,2,55701,15428,0,0,0,0
8,2,4,52639,15428,0,0,1,0
2,1,2,74884,15428,0,0,0,0
2,3,5,26331,15428,0,1,0,1
10,1,4,68076,15428,0,1,0,0
4,1,3,76896,15428,0,0,0,0
3,1,4,70694,15428,0,0,0,0
11,2,4,58777,15428,0,0,1,0
11,1,2,15797,15428,0,1,0,0
3,2,3,36667,15428,0,0,1,0
2,1,2,12069,15428,0,1,0,0
1,2,5,59979,15428,0,1,0,0
3,2,4,82606,15428,0,1,0,0
3,1,2,76690,15428,0,1,0,0
6,1,2,54147,15428,0,0,0,0
1,2,4,35921,15428,0,0,1,0
10,3,5,24636,15428,0,1,0,0
4,1,3,44456,15428,0,1,0,0
12,1,2,36015,15428,0,1,0,0
3,1,5,22184,15428,0,1,0,0
8,2,5,31122,15428,0,1,0,0
6,1,3,79821,15428,0,0,0,0
12,2,5,66899,15428,0,0,1,0
9,2,3,11426,15428,0,0,1,0
6,2,4,14930,15428,0,0,1,0
17,1,4,12556,15428,1,0,1,0
17,4,5,90856,15428,0,1,0,0
1,1,3,67455,15428,0,1,0,0
0,2,5,45384,15428,0,0,1,0
12,3,5,48787,15428,0,0,1,0
1,1,2,54036,15428,0,0,0,0
3,1,3,84867,15428,0,1,0,0
8,3,5,96092,15428,0,1,0,0
7,1,3,85678,15428,0,1,0,0
17,3,5,80317,15428,0,1,0,0
15,2,5,75858,15428,0,1,0,0
3,2,4,75724,15428,0,1,0,0
3,1,2,34856,15428,0,1,0,0
17,1,4,38729,15428,0,0,0,0
1,1,3,77784,15428,0,1,0,0
10,2,4,15647,15428,0,1,0,0
3,2,3,52726,15428,0,1,0,0
13,1,4,66778,15428,0,0,1,0
16,1,5,87694,15428,0,0,0,0
7,2,3,69468,15428,0,1,0,0
0,1,2,19666,15428,0,0,1,0
18,1,4,63027,15428,1,1,0,0
18,1,2,98222,15428,1,0,0,0
6,2,3,38678,15428,0,1,0,0
0,1,4,93716,15428,0,1,0,0
0,2,4,31256,15428,0,0,1,0
9,1,5,13162,15428,0,1,0,0
12,1,3,85461,15428,0,1,0,0
4,2,3,88629,15428,0,0,0,0
11,2,3,23983,15428,0,1,0,0
2,1,2,95473,15428,0,0,0,0
18,1,2,71581,15428,0,0,0,0
3,2,3,19746,15428,0,1,0,0
14,1,2,87096,15428,0,0,0,0
12,2,3,75099,15428,0,0,0,0
10,2,4,30541,15428,0,0,1,0
1,2,3,41251,15428,0,0,1,0
8,2,4,69748,15428,0,0,0,0
11,3,5,83180,15428,0,1,0,0
3,1,2,59948,15428,0,1,0,0
18,1,3,31178,15428,0,1,0,0
9,1,2,98468,15428,0,1,0,0
10,2,5,79557,15428,0,0,1,0
6,1,2,85628,15428,0,0,0,0
12,1,2,59992,15428,0,1,0,0
8,4,5,51973,15428,0,1,0,0
11,2,3,13170,15428,0,1,0,0
1,1,2,42769,15428,0,1,0,0
0,1,2,67970,15428,0,1,0,0
6,3,4,42692,15428,0,1,0,0
0,3,4,31049,15428,0,1,0,1
15,1,2,59376,15428,0,0,0,0
3,3,5,19044,15428,0,0,1,0
7,2,4,55716,15428,0,0,1,0
16,2,3,51850,15428,1,0,0,0
18,2,4,15931,15428,1,0,1,0
3,1,2,59587,15428,0,1,0,0
3,2,5,21164,15428,0,1,0,0
7,2,3,41813,15428,0,1,0,0
9,1,5,95553,15428,0,0,0,0
15,2,3,67409,15428,0,1,0,0
18,1,2,96269,15428,1,0,0,0
0,1,2,12706,15428,0,1,0,0
4,1,3,51023,15428,0,0,0,0
1,1,3,39697,15428,0,1,0,0
15,3,5,88819,15428,0,0,0,0
12,1,5,75742,15428,0,1,0,0
5,1,4,19273,15428,0,0,1,0
3,1,5,82881,15428,0,1,0,0
6,1,3,90914,15428,0,1,0,0
1,2,5,81363,15428,0,1,0,0
9,1,5,54010,15428,0,1,0,0
13,1,3,25019,15428,0,1,0,0
7,1,5,78957,15428,0,1,0,0
2,1,4,71816,15428,0,0,0,0
2,2,3,55855,15428,0,0,0,0
1,1,2,64561,15428,0,0,0,0
16,2,5,59340,15428,0,0,0,0
18,3,4,89566,15428,1,0,0,0
9,1,3,65632,15428,0,1,0,0
11,2,3,42670,15428,0,1,0,0
10,2,3,52345,15428,0,1,0,0
8,3,5,40347,15428,0,1,0,0
12,1,2,65328,15428,0,1,0,0
5,1,3,32605,15428,0,0,1,0
13,3,4,89413,15428,0,1,0,0
10,1,5,46103,15428,0,1,0,0
4,3,4,46310,15428,0,0,1,0
1,1,5,69059,15428,0,0,1,0
6,1,5,29395,15428,0,1,0,0
16,2,3,67695,15428,1,1,0,0
5,1,3,77621,15428,0,0,0,0
13,3,4,92449,15428,0,0,0,0
3,3,5,86737,15428,0,1,0,0
2,1,4,82087,15428,0,1,0,0
10,1,2,82366,15428,0,0,0,0
0,2,5,86062,15428,0,1,0,0
13,1,2,52683,15428,0,1,0,0
5,1,2,64490,15428,0,1,0,0
16,3,5,76644,15428,1,0,1,0
16,1,2,40964,15428,0,1,0,0
10,2,5,38036,15428,0,1,0,0
6,4,5,21313,15428,0,0,1,0
12,1,3,96801,15428,0,0,0,0
7,2,4,11041,15428,0,0,1,0
7,4,5,35926,15428,0,0,1,0
8,1,2,47218,15428,0,1,0,0
6,1,2,37643,15428,0,0,0,0
8,2,4,22350,15428,0,1,0,0
10,2,4,75849,15428,0,1,0,0
1,2,3,42610,15428,0,0,1,0
17,2,5,43282,15428,1,0,1,0
2,2,5,46213,15428,0,1,0,0
17,1,5,83295,15428,0,0,0,0
15,1,4,67672,15428,0,1,0,0
7,3,4,28791,15428,0,1,0,0
7,2,4,36583,15428,0,0,1,0
5,1,3,37118,15428,0,1,0,0
1,2,4,53036,15428,0,1,0,0
15,1,5,25496,15428,0,0,1,0
8,1,3,15821,15428,0,0,1,0
18,3,4,32748,15428,0,1,0,0
14,1,4,33001,15428,0,1,0,0
1,3,4,73796,15428,0,0,0,1
14,1,2,37994,15428,0,0,0,0
10,3,5,70257,15428,0,1,0,0
11,3,5,69303,15428,0,0,1,0
14,1,2,89437,15428,0,0,0,0
15,1,4,92372,15428,0,1,0,0
5,1,2,32078,15428,0,0,1,0
2,1,2,80637,15428,0,0,0,0
5,1,2,82470,15428,0,0,0,0
2,1,2,94366,15428,0,0,0,0
12,2,3,81151,15428,0,0,0,0
11,2,5,63564,15428,0,1,0,0
7,1,2,54581,15428,0,1,0,0
1,3,4,40092,15428,0,1,0,1
6,1,2,32009,15428,0,0,1,0
16,4,5,87219,15428,1,1,0,0
6,1,4,42047,15428,0,0,1,0
0,2,3,79159,15428,0,1,0,0
3,4,5,23438,15428,0,0,1,0
14,1,2,92921,15428,0,1,0,0
3,2,5,58133,15428,0,0,1,0
11,1,2,89825,15428,0,1,0,0
15,3,4,19635,15428,0,0,1,0
17,3,4,82472,15428,1,1,0,0
13,2,4,16065,15428,0,0,1,0
13,1,2,17919,15428,0,0,1,0
10,2,4,94675,15428,0,1,0,0
15,1,2,64679,15428,0,1,0,0
14,1,3,95525,15428,0,1,0,0
5,1,2,15248,15428,0,1,0,0
12,1,2,67956,15428,0,1,0,0
16,1,4,74666,15428,1,1,0,0
3,3,4,38960,15428,0,0,1,0
11,2,3,96790,15428,0,1,0,0
17,1,2,94365,15428,0,1,0,0
7,2,3,55178,15428,0,0,0,0
11,2,3,88646,15428,0,0,0,0
3,1,2,62711,15428,0,0,0,0
7,4,5,87569,15428,0,0,0,0
1,2,3,70842,15428,0,0,0,0
3,1,2,32938,15428,0,1,0,0
11,2,3,39924,15428,0,0,1,0
9,3,4,79382,15428,0,0,0,0
14,3,5,38854,15428,0,1,0,0
8,1,4,56101,15428,0,1,0,0
8,3,4,30279,15428,0,1,0,0
6,1,3,97143,15428,0,1,0,0
1,1,5,50167,15428,0,0,1,0
6,2,3,76282,15428,0,0,0,0
8,3,4,78772,15428,0,1,0,0
17,1,2,25530,15428,0,0,0,0
11,1,2,34757,15428,0,1,0,0
6,2,4,93382,15428,0,0,0,0
18,3,4,95971,15428,1,1,0,0
15,2,5,86924,15428,0,1,0,0
7,3,5,73692,15428,0,0,1,0
18,2,3,33220,15428,0,0,0,0
5,2,3,59202,15428,0,1,0,0
1,1,4,98365,15428,0,0,0,0
1,2,5,68734,15428,0,0,1,0
7,1,4,98825,15428,0,1,0,0
9,1,2,45761,15428,0,1,0,0
10,2,3,83520,15428,0,1,0,0
2,2,3,51873,15428,0,0,0,0
15,1,4,79647,15428,0,1,0,0
2,1,3,12142,15428,0,1,0,0
7,1,2,67436,15428,0,0,0,0
18,1,3,34225,15428,0,1,0,0
11,1,2,61214,15428,0,1,0,0
17,1,2,74128,15428,0,1,0,0
12,3,4,67140,15428,0,0,1,0
10,3,4,19323,15428,0,1,0,0
12,4,5,19003,15428,0,1,0,0
2,3,4,11074,15428,0,1,0,1
5,2,3,64770,15428,0,0,0,0
2,2,3,19056,15428,0,1,0,0
0,1,5,31124,15428,0,0,1,0
13,4,5,95662,15428,0,0,0,0
6,1,4,50213,15428,0,1,0,0
8,1,3,56759,15428,0,1,0,0
0,4,5,53224,15428,0,1,0,1
9,1,3,60682,15428,0,1,0,0
12,1,2,73140,15428,0,0,0,0
11,1,4,78737,15428,0,1,0,0
3,1,3,71473,15428,0,1,0,0
6,2,5,54311,15428,0,1,0,0
9,1,2,99564,15428,0,0,0,0
6,1,5,40139,15428,0,0,1,0
14,1,2,84160,15428,0,1,0,0
18,1,2,73201,15428,0,0,0,0
6,3,5,57991,15428,0,1,0,0
13,2,4,55532,15428,0,0,1,0
13,2,5,88633,15428,0,1,0,0
17,1,3,46018,15428,1,0,1,0
9,1,5,22042,15428,0,0,1,0
2,1,2,19963,15428,0,0,1,0
5,1,2,72323,15428,0,1,0,0
8,2,3,84389,15428,0,0,0,0
13,1,2,49553,15428,0,1,0,0
7,4,5,46995,15428,0,1,0,0
0,1,2,19888,15428,0,1,0,0
2,1,4,88574,15428,0,0,0,0
5,1,2,88190,15428,0,0,0,0
0,1,5,78172,15428,0,0,1,0
17,2,4,12634,15428,1,1,0,0
9,1,2,60106,15428,0,1,0,0
16,1,3,14948,15428,0,0,0,0
0,1,3,79367,15428,0,0,0,0
7,3,5,92674,15428,0,1,0,0
11,1,2,48752,15428,0,1,0,0
18,2,4,80186,15428,1,0,0,0
13,2,4,28177,15428,0,1,0,0
18,3,4,95176,15428,1,1,0,0
16,2,5,20805,15428,1,1,0,0
15,2,4,67829,15428,0,1,0,0
18,1,3,97700,15428,1,1,0,0
4,1,5,29343,15428,0,0,1,0
18,1,2,64972,15428,1,1,0,0
3,1,2,58930,15428,0,1,0,0
4,2,3,52169,15428,0,1,0,0
4,2,3,70358,15428,0,1,0,0
0,2,3,12599,15428,0,1,0,0
17,1,5,42692,15428,1,0,1,0
14,1,4,24627,15428,0,0,1,0
18,2,3,17152,15428,1,0,1,0
13,1,5,41246,15428,0,0,1,0
5,1,3,47723,15428,0,0,1,0
17,1,2,63726,15428,1,0,0,0
7,1,5,67930,15428,0,0,1,0
4,1,3,25065,15428,0,0,1,0
7,1,3,54443,15428,0,0,0,0
5,1,2,77603,15428,0,1,0,0
9,1,3,56903,15428,0,1,0,0
2,1,2,66542,15428,0,1,0,0
12,3,4,31744,15428,0,0,1,0
6,3,5,38859,15428,0,1,0,0
3,1,4,51730,15428,0,1,0,0
12,3,5,84740,15428,0,0,1,0
5,4,5,59207,15428,0,1,0,0
15,1,3,74428,15428,0,0,0,0
0,1,3,86983,15428,0,1,0,0
12,3,4,62260,15428,0,1,0,0
1,3,4,47708,15428,0,1,0,1
18,2,4,54194,15428,1,0,1,0
5,3,5,84429,15428,0,1,0,0
10,1,3,74170,15428,0,1,0,0
16,2,3,54475,15428,1,0,0,0
8,2,4,29894,15428,0,0,1,0
4,3,4,13345,15428,0,0,1,0
4,1,3,10721,15428,0,1,0,0
15,3,4,98795,15428,0,1,0,0
3,2,5,12443,15428,0,0,1,0
12,2,4,31358,15428,0,1,0,0
16,1,2,96955,15428,1,1,0,0
8,1,3,67401,15428,0,0,0,0
12,2,3,34438,15428,0,1,0,0
15,2,3,92148,15428,0,0,0,0
9,1,5,92206,15428,0,1,0,0
9,4,5,75514,15428,0,1,0,0
15,1,2,80213,15428,0,0,0,0
0,1,2,29704,15428,0,1,0,0
10,2,5,17515,15428,0,0,1,0
12,3,5,61760,15428,0,1,0,0
17,1,2,89925,15428,1,0,0,0
4,2,3,61875,15428,0,0,0,0
3,4,5,19822,15428,0,0,1,0
5,1,4,55214,15428,0,1,0,0
14,2,4,65079,15428,0,0,1,0
1,1,2,48240,15428,0,1,0,0
3,3,4,26221,15428,0,0,1,0
13,2,4,53125,15428,0,0,1,0
3,1,2,97215,15428,0,0,0,0
17,2,3,89723,15428,1,1,0,0
15,2,3,84089,15428,0,1,0,0
8,1,4,95499,15428,0,1,0,0
7,3,4,82740,15428,0,0,0,0
10,1,4,36585,15428,0,1,0,0
13,1,2,61185,15428,0,0,0,0
16,1,4,16551,15428,0,0,0,0
12,1,3,38509,15428,0,0,1,0
7,1,4,33130,15428,0,0,1,0
13,1,2,87637,15428,0,1,0,0
10,2,5,67521,15428,0,0,1,0
8,1,5,85978,15428,0,1,0,0
7,2,3,88318,15428,0,1,0,0
13,3,4,16478,15428,0,0,1,0
14,1,5,22684,15428,0,1,0,0
0,2,4,94155,15428,0,1,0,0
11,2,3,47421,15428,0,1,0,0
4,2,4,76213,15428,0,0,0,0
13,1,2,31089,15428,0,0,1,0
15,4,5,60811,15428,0,1,0,0
18,1,4,66528,15428,0,1,0,0
15,2,5,21540,15428,0,0,1,0
6,2,3,65574,15428,0,1,0,0
2,1,2,11574,15428,0,1,0,0
7,2,5,49984,15428,0,0,1,0
13,2,4,35730,15428,0,0,1,0
2,1,2,44187,15428,0,0,0,0
10,1,3,56152,15428,0,0,0,0
13,1,2,84458,15428,0,0,0,0
1,3,5,85539,15428,0,0,0,1
3,1,2,36975,15428,0,1,0,0
4,1,2,20793,15428,0,0,1,0
18,3,5,73775,15428,1,0,1,0
9,2,3,49029,15428,0,0,1,0
1,2,5,49341,15428,0,0,1,0
2,1,5,19010,15428,0,0,1,0
14,2,3,45563,15428,0,1,0,0
18,1,2,68062,15428,1,0,0,0
1,2,4,81943,15428,0,1,0,0
2,1,4,59219,15428,0,0,1,0
11,2,5,78083,15428,0,1,0,0
13,1,2,36040,15428,0,1,0,0
16,2,5,87287,15428,1,1,0,0
15,1,2,99362,15428,0,1,0,0
16,2,4,67177,15428,0,0,0,0
8,2,3,56727,15428,0,0,0,0
2,2,3,12937,15428,0,0,1,0
13,1,5,30644,15428,0,1,0,0
2,2,3,64140,15428,0,0,0,0
5,3,5,60489,15428,0,1,0,0
18,1,3,70452,15428,1,0,0,0
12,3,5,35757,15428,0,1,0,0
4,1,2,73115,15428,0,0,0,0
0,3,4,83713,15428,0,0,0,1
11,1,2,35437,15428,0,1,0,0
14,1,3,96549,15428,0,1,0,0
18,2,3,70140,15428,0,1,0,0
1,1,4,85213,15428,0,0,0,0
2,2,4,55974,15428,0,1,0,0
6,1,3,38579,15428,0,0,1,0
10,2,4,79427,15428,0,0,0,0
9,4,5,96586,15428,0,0,0,0
7,1,3,97629,15428,0,1,0,0
1,2,5,87755,15428,0,0,0,0
13,3,5,52091,15428,0,0,1,0
12,1,4,90615,15428,0,0,0,0
6,4,5,97487,15428,0,1,0,0
8,1,2,69807,15428,0,1,0,0
6,2,4,61409,15428,0,1,0,0
0,1,2,52602,15428,0,1,0,0
0,1,3,93949,15428,0,1,0,0
5,1,5,44549,15428,0,1,0,0
0,1,5,96769,15428,0,0,0,0
15,4,5,38784,15428,0,1,0,0
2,1,3,63742,15428,0,0,0,0
12,1,2,29248,15428,0,1,0,0
3,1,3,15185,15428,0,1,0,0
16,3,4,99091,15428,0,0,0,0
9,3,4,94032,15428,0,1,0,0
3,2,5,57098,15428,0,1,0,0
11,3,4,14972,15428,0,1,0,0
12,1,2,80426,15428,0,0,0,0
3,3,5,81963,15428,0,1,0,0
15,4,5,73232,15428,0,1,0,0
18,1,2,62229,15428,1,0,0,0
6,1,2,69512,15428,0,0,0,0
0,1,3,37968,15428,0,1,0,0
15,1,2,50154,15428,0,0,0,0
1,3,5,48291,15428,0,0,1,1
0,2,4,64374,15428,0,1,0,0
13,2,3,28217,15428,0,1,0,0
4,2,3,82684,15428,0,1,0,0
14,1,2,46787,15428,0,1,0,0
9,1,4,79395,15428,0,1,0,0
1,3,5,11745,15428,0,0,1,1
10,1,3,46901,15428,0,1,0,0
15,3,4,28560,15428,0,0,1,0
18,3,5,68258,15428,0,1,0,0
3,1,3,40947,15428,0,0,1,0
9,1,3,55503,15428,0,1,0,0
11,4,5,18236,15428,0,0,1,0
1,1,4,79932,15428,0,1,0,0
1,1,5,91552,15428,0,1,0,0
8,1,5,90576,15428,0,1,0,0
11,2,4,52469,15428,0,1,0,0
1,4,5,39876,15428,0,0,1,1
17,1,4,77616,15428,1,0,0,0
15,3,4,81648,15428,0,1,0,0
18,1,5,74998,15428,0,0,0,0
14,1,3,67229,15428,0,1,0,0
15,4,5,62562,15428,0,0,1,0
5,1,5,42454,15428,0,1,0,0
14,1,5,78817,15428,0,1,0,0
11,3,4,66241,15428,0,0,1,0
11,2,3,75099,15428,0,1,0,0
9,1,3,30615,15428,0,1,0,0
14,2,3,43705,15428,0,0,1,0
3,4,5,55082,15428,0,0,1,0
9,3,4,75847,15428,0,1,0,0
18,2,4,87286,15428,1,1,0,0
13,1,3,50235,15428,0,0,1,0
9,1,2,17954,15428,0,0,1,0
16,4,5,41341,15428,0,1,0,0
10,1,3,45406,15428,0,0,1,0
17,3,5,27567,15428,1,0,1,0
1,1,2,93994,15428,0,0,0,0
10,1,4,67112,15428,0,1,0,0
7,2,3,76234,15428,0,0,0,0
18,4,5,92081,15428,1,1,0,0
15,4,5,24943,15428,0,1,0,0
3,1,2,45527,15428,0,0,0,0
13,2,3,21337,15428,0,0,1,0
16,2,3,20749,15428,1,0,1,0
10,1,2,31838,15428,0,1,0,0
2,1,3,86527,15428,0,1,0,0
3,2,5,17356,15428,0,0,1,0
12,1,2,60393,15428,0,1,0,0
16,3,5,21480,15428,1,0,1,0
9,3,4,56558,15428,0,0,1,0
11,2,3,56278,15428,0,0,0,0
7,2,4,86275,15428,0,1,0,0
2,1,2,98377,15428,0,1,0,0
9,1,2,45169,15428,0,0,0,0
6,1,2,32513,15428,0,1,0,0
9,2,4,36513,15428,0,0,1,0
6,1,2,16017,15428,0,0,1,0
17,1,3,18189,15428,1,1,0,0
13,1,3,35739,15428,0,0,1,0
11,3,4,69878,15428,0,0,0,0
7,1,3,77907,15428,0,0,0,0
6,2,3,12011,15428,0,0,1,0
4,1,5,52694,15428,0,1,0,0
0,1,5,72198,15428,0,0,1,0
14,2,3,74366,15428,0,1,0,0
8,1,2,35767,15428,0,1,0,0
11,1,5,80293,15428,0,0,1,0
17,1,3,59685,15428,1,0,0,0
10,1,5,53643,15428,0,1,0,0
9,2,3,54011,15428,0,0,0,0
9,1,5,54123,15428,0,1,0,0
17,2,3,93475,15428,1,0,0,0
0,1,5,89668,15428,0,0,0,0
10,2,4,79234,15428,0,1,0,0
1,3,5,12180,15428,0,1,0,1
10,3,4,85383,15428,0,0,0,0
1,2,3,73275,15428,0,1,0,0
8,1,3,53565,15428,0,1,0,0
0,1,5,99609,15428,0,0,0,0
5,3,4,80138,15428,0,1,0,0
1,1,2,93559,15428,0,0,0,0
14,1,3,23217,15428,0,1,0,0
0,1,4,60605,15428,0,0,1,0
17,3,5,92226,15428,0,0,0,0
3,3,4,20894,15428,0,0,1,0
12,2,3,61961,15428,0,1,0,0
3,1,2,48627,15428,0,0,0,0
14,2,4,23926,15428,0,1,0,0
1,3,5,65650,15428,0,1,0,1
8,4,5,19967,15428,0,1,0,0
11,2,4,84742,15428,0,1,0,0
13,1,2,46396,15428,0,0,0,0
3,2,3,90611,15428,0,0,0,0
14,1,4,18210,15428,0,1,0,0
3,1,2,41044,15428,0,0,0,0
4,4,5,38069,15428,0,0,1,0
9,2,3,67588,15428,0,1,0,0
11,3,4,21270,15428,0,1,0,0
11,2,3,94315,15428,0,0,0,0
7,1,2,58424,15428,0,0,0,0
3,3,4,16027,15428,0,0,1,0
2,1,2,68930,15428,0,0,0,0
0,1,2,53424,15428,0,1,0,0
17,2,4,24540,15428,0,1,0,0
13,2,3,46100,15428,0,1,0,0
16,3,4,91529,15428,1,1,0,0
5,1,2,22977,15428,0,0,1,0
5,2,4,41273,15428,0,1,0,0
9,1,2,78291,15428,0,0,0,0
18,1,4,20560,15428,1,1,0,0
9,1,3,41134,15428,0,0,1,0
2,1,2,20252,15428,0,1,0,0
0,1,4,81899,15428,0,0,0,0
17,3,5,12023,15428,1,1,0,0
14,3,4,85170,15428,0,0,0,0
3,1,3,59526,15428,0,0,0,0
17,2,4,92353,15428,0,1,0,0
9,3,4,14726,15428,0,1,0,0
18,4,5,49515,15428,0,1,0,0
16,1,2,32472,15428,1,1,0,0
9,1,2,52941,15428,0,0,0,0
3,2,4,25369,15428,0,1,0,0
4,1,4,97944,15428,0,1,0,0
6,4,5,80127,15428,0,1,0,0
18,3,5,34611,15428,1,0,1,0
18,1,2,52151,15428,1,1,0,0
7,2,4,97036,15428,0,1,0,0
0,1,4,68661,15428,0,0,0,0
7,1,4,92674,15428,0,1,0,0
18,4,5,23588,15428,1,0,1,0
16,1,5,21358,15428,0,1,0,0
8,3,5,66145,15428,0,1,0,0
15,2,5,14003,15428,0,0,1,0
8,4,5,85737,15428,0,0,0,0
18,1,3,97487,15428,0,1,0,0
15,4,5,89526,15428,0,0,0,0
12,1,3,41667,15428,0,1,0,0
18,1,2,12108,15428,1,0,1,0
4,1,3,49908,15428,0,0,1,0
1,2,4,56009,15428,0,0,1,0
3,2,3,63246,15428,0,1,0,0
11,1,3,84029,15428,0,0,0,0
17,3,5,81714,15428,1,0,1,0
2,1,5,57803,15428,0,0,1,0
18,1,4,63383,15428,0,0,0,0
3,3,4,10994,15428,0,1,0,0
3,1,2,82252,15428,0,0,0,0
15,3,5,14716,15428,0,1,0,0
10,3,4,72478,15428,0,1,0,0
12,1,4,28140,15428,0,0,1,0
10,1,4,81007,15428,0,1,0,0
6,1,2,41066,15428,0,0,0,0
13,2,4,85370,15428,0,0,0,0
3,3,5,53813,15428,0,1,0,0
7,3,5,86980,15428,0,0,0,0
11,2,4,75462,15428,0,1,0,0
12,1,2,53180,15428,0,0,0,0
8,1,4,70996,15428,0,0,0,0
8,1,2,19910,15428,0,0,1,0
1,1,2,11438,15428,0,1,0,0
2,1,2,78491,15428,0,0,0,0
11,1,2,80055,15428,0,0,0,0
16,2,3,20772,15428,1,0,1,0
3,3,4,55158,15428,0,0,1,0
13,2,5,15800,15428,0,1,0,0
8,1,4,75082,15428,0,1,0,0
7,1,5,58872,15428,0,0,1,0
0,2,3,33113,15428,0,0,1,0
12,4,5,33901,15428,0,1,0,0
2,4,5,74006,15428,0,0,1,1
13,1,2,46000,15428,0,1,0,0
18,4,5,16992,15428,1,1,0,0
5,1,2,38165,15428,0,0,0,0
3,3,4,52241,15428,0,1,0,0
0,2,5,53108,15428,0,0,1,0
9,2,4,90810,15428,0,1,0,0
12,2,5,43292,15428,0,1,0,0
11,4,5,57887,15428,0,1,0,0
10,1,4,39548,15428,0,0,1,0
3,3,5,33952,15428,0,1,0,0
16,4,5,96023,15428,1,0,0,0
14,4,5,69874,15428,0,0,1,0
2,2,3,75082,15428,0,1,0,0
9,1,2,18944,15428,0,0,1,0
13,2,4,70251,15428,0,1,0,0
18,4,5,75878,15428,1,1,0,0
3,1,2,95907,15428,0,0,0,0
13,2,4,46973,15428,0,1,0,0
5,4,5,28948,15428,0,0,1,0
11,2,3,20569,15428,0,0,1,0
1,4,5,77766,15428,0,0,1,1
16,2,3,31235,15428,0,0,0,0
0,1,5,80364,15428,0,0,1,0
16,2,3,86019,15428,1,0,0,0
4,1,2,67519,15428,0,0,0,0
15,1,3,95614,15428,0,1,0,0
13,1,3,17313,15428,0,1,0,0
9,2,3,44342,15428,0,1,0,0
2,1,2,92247,15428,0,1,0,0
2,1,4,37270,15428,0,1,0,0
17,1,5,16036,15428,1,1,0,0
17,1,4,70027,15428,1,0,0,0
3,4,5,46864,15428,0,1,0,0
6,1,2,15645,15428,0,1,0,0
0,1,2,55002,15428,0,0,0,0
15,1,2,35376,15428,0,1,0,0
16,4,5,66816,15428,0,1,0,0
7,2,3,91678,15428,0,1,0,0
5,1,2,66113,15428,0,0,0,0
1,2,4,28001,15428,0,0,1,0
9,2,3,24145,15428,0,1,0,0
16,4,5,30404,15428,1,0,1,0
18,1,5,84624,15428,0,0,0,0
3,1,4,40251,15428,0,1,0,0
12,1,4,75021,15428,0,0,0,0
18,1,2,49013,15428,1,0,0,0
15,2,3,61553,15428,0,0,0,0
12,1,2,15824,15428,0,1,0,0
4,1,2,45019,15428,0,0,0,0
11,2,5,32334,15428,0,0,1,0
6,2,4,86431,15428,0,0,0,0
8,1,5,24994,15428,0,1,0,0
4,4,5,23857,15428,0,1,0,0
3,2,3,83382,15428,0,1,0,0
9,3,4,90315,15428,0,1,0,0
15,2,3,66846,15428,0,0,0,0
10,4,5,21186,15428,0,1,0,0
8,1,2,10301,15428,0,1,0,0
4,1,3,66411,15428,0,1,0,0
10,1,3,99713,15428,0,1,0,0
8,1,2,13908,15428,0,1,0,0
16,2,4,77619,15428,0,0,0,0
10,1,2,14958,15428,0,0,1,0
5,1,3,11205,15428,0,1,0,0
15,1,2,99688,15428,0,0,0,0
18,1,2,51192,15428,1,1,0,0
13,3,4,75500,15428,0,1,0,0
2,2,5,13266,15428,0,0,1,0
9,1,2,93360,15428,0,1,0,0
3,1,2,88009,15428,0,0,0,0
1,1,2,30486,15428,0,1,0,0
12,1,2,39878,15428,0,0,0,0
10,2,3,78407,15428,0,1,0,0
11,2,4,40826,15428,0,1,0,0
0,2,4,43158,15428,0,0,1,0
8,1,3,86458,15428,0,1,0,0
11,2,3,17593,15428,0,1,0,0
6,1,2,37972,15428,0,1,0,0
16,2,3,45069,15428,1,1,0,0
9,1,4,65489,15428,0,1,0,0
5,2,3,45189,15428,0,0,1,0
6,1,2,95286,15428,0,0,0,0
18,1,2,50543,15428,0,0,0,0
13,3,4,86486,15428,0,0,0,0
10,4,5,26305,15428,0,0,1,0
1,1,3,69045,15428,0,0,0,0
0,3,5,19863,15428,0,1,0,1
9,2,4,72725,15428,0,1,0,0
11,3,5,88951,15428,0,1,0,0
8,1,4,52924,15428,0,0,1,0
10,1,5,18040,15428,0,1,0,0
0,1,2,48256,15428,0,0,0,0
9,2,3,29261,15428,0,1,0,0
18,4,5,97224,15428,1,1,0,0
10,4,5,13282,15428,0,1,0,0
2,1,2,94027,15428,0,1,0,0
15,3,5,97992,15428,0,0,0,0
9,3,5,79186,15428,0,1,0,0
1,1,4,20134,15428,0,0,1,0
18,2,3,21023,15428,0,0,0,0
3,1,4,67623,15428,0,0,1,0
15,1,4,73555,15428,0,1,0,0
