age,child_number,family_size,income_childEveryMonthPosob_Oro,income_edvThirdChild,study_certificate,service_108,service_116
15,4,7,69414.71,393019.63,0,1,0
1,1,2,42263.59,79360.43,0,0,0
17,1,4,57125.53,78467.64,1,1,0
1,2,3,30401.61,90943.23,0,1,0
17,1,2,44498.28,69036.48,1,0,0
17,2,4,69265.21,269937.20,1,0,0
1,4,7,87662.99,258477.16,0,1,0
0,1,4,57642.55,183272.22,0,1,0
7,1,4,35830.48,180283.50,0,1,0
11,2,5,77444.10,188553.78,0,1,0
17,2,5,52059.47,150343.18,1,1,0
10,1,4,72929.34,97731.77,0,0,0
7,1,2,35101.87,93032.53,0,0,0
9,1,3,35635.40,79600.07,0,1,0
3,1,4,66978.28,103630.48,0,1,0
13,1,2,25913.01,56220.79,0,1,0
9,3,5,69720.12,81218.79,0,1,0
13,2,3,23379.03,42320.30,0,1,0
12,1,4,65423.10,92326.65,0,1,0
7,1,3,61808.88,40832.94,0,0,0
14,3,5,98035.02,91386.84,0,0,0
8,1,6,79637.36,87230.24,0,1,0
5,2,6,103864.11,216037.39,0,0,0
5,2,4,81180.07,106384.07,0,0,0
10,1,3,80472.66,85515.54,0,0,0
9,1,6,154933.37,239774.96,0,0,0
4,2,4,52320.65,111147.65,0,1,0
6,1,2,18186.57,55048.02,0,1,0
12,1,2,17409.28,73210.32,0,1,0
6,1,6,107867.74,199063.15,0,0,0
4,1,5,63153.43,124365.65,0,1,0
16,2,7,91088.64,360291.46,0,0,0
0,2,4,57419.68,146801.32,0,1,0
12,1,2,33198.44,25943.10,0,1,0
17,1,3,80039.60,55579.27,0,0,0
12,2,4,54776.56,107283.67,0,1,0
13,2,4,104476.49,142280.57,0,0,0
16,1,3,42626.63,97226.27,1,1,0
11,3,5,81275.85,140752.03,0,1,0
15,1,5,156984.93,97965.14,0,0,0
17,3,5,37493.21,116829.14,1,1,0
11,1,3,59764.71,76741.73,0,0,0
15,2,4,62186.01,168581.39,0,1,0
14,2,3,70292.57,117874.97,0,0,0
5,1,3,37080.29,84836.34,0,1,0
2,1,3,40425.71,136471.33,0,1,0
7,2,4,88963.60,84436.75,0,0,0
2,1,4,58943.61,73788.79,0,1,0
2,1,2,41626.07,76624.56,0,0,0
14,1,4,110328.78,172354.30,0,0,0
11,1,5,65510.51,150205.54,0,1,0
16,2,4,60026.63,193363.94,0,0,0
14,3,4,95786.35,146722.68,0,0,0
12,1,6,50371.02,231364.33,0,1,0
13,1,3,62026.10,70490.20,0,0,0
5,1,5,168437.98,256336.22,0,0,0
12,6,8,80944.67,212155.29,0,1,0
13,2,4,75111.25,178887.45,0,0,0
2,1,3,67318.38,152838.86,0,0,0
11,1,5,102195.76,215250.64,0,0,0
10,2,5,69380.72,137145.06,0,1,0
9,1,2,11929.85,41780.01,0,1,0
6,1,4,32144.51,159267.67,0,1,0
1,2,3,72823.63,53647.47,0,0,0
17,1,6,56393.08,122439.67,1,1,0
14,2,5,64044.96,326677.00,0,1,0
13,2,3,17767.72,68578.70,0,1,0
0,3,6,86371.67,250624.05,0,1,0
1,1,5,69158.95,269660.25,0,1,0
7,2,4,52516.61,111004.17,0,1,0
7,1,4,46277.33,74059.22,0,1,0
6,2,4,55628.88,86451.30,0,1,0
2,1,2,38586.48,79667.88,0,0,0
4,3,5,119822.22,174889.03,0,0,0
15,2,5,137993.54,93546.72,0,0,0
12,1,2,37908.32,165332.14,0,0,0
14,1,4,47032.69,80143.83,0,1,0
11,4,6,92687.29,103357.63,0,1,0
7,1,5,59395.12,177553.08,0,1,0
13,1,2,25701.31,73300.89,0,1,0
17,2,4,97648.37,190459.90,1,0,0
9,1,3,37730.85,122581.52,0,1,0
4,1,3,43864.22,108302.88,0,1,0
4,3,4,69424.47,150890.07,0,0,0
9,1,6,143458.22,140515.80,0,0,0
17,3,5,62665.38,296389.54,1,1,0
8,4,5,95957.41,165985.36,0,0,0
7,1,2,36128.10,71028.29,0,0,0
5,3,5,116075.20,136517.85,0,0,0
17,2,4,82462.34,157697.35,1,0,0
3,3,5,61204.44,126989.62,0,1,0
0,3,4,69251.69,223624.94,0,0,0
4,2,4,34495.05,169290.41,0,1,0
7,1,3,71171.99,123274.04,0,0,0
5,2,4,129315.37,187383.81,0,0,0
14,1,2,72403.73,28262.08,0,0,0
7,2,4,74043.53,115774.80,0,0,0
1,1,4,91852.42,151956.99,0,0,0
0,1,3,35577.46,136812.02,0,1,0
9,2,5,191888.28,155350.71,0,0,0
16,2,4,83979.14,86859.70,1,0,0
14,2,6,162472.12,197635.22,0,0,0
4,2,5,86585.39,255832.16,0,0,0
11,1,3,69480.94,68133.78,0,0,0
2,1,3,40715.45,142208.23,0,1,0
7,1,3,57602.20,64955.13,0,0,0
9,1,3,39545.00,85783.03,0,1,0
17,3,4,46441.62,137891.11,0,0,0
15,1,3,87834.50,100293.35,0,0,0
7,1,3,61430.81,98032.06,0,0,0
10,1,3,32472.72,136823.09,0,1,0
10,1,3,72253.95,54708.01,0,0,0
5,1,3,34247.69,152810.09,0,1,0
13,1,3,110007.83,120842.46,0,0,0
11,6,9,155183.46,260947.91,0,0,0
15,1,2,25227.67,52271.92,0,1,0
17,3,5,63156.93,150086.95,0,0,0
14,2,3,82197.96,85733.70,0,0,0
15,1,3,60093.08,110329.15,0,0,0
17,1,7,70631.38,605938.02,1,1,0
14,1,5,61833.34,456574.26,0,1,0
13,2,5,49176.56,128836.14,0,1,0
14,1,3,29821.90,97596.18,0,1,0
17,1,3,33516.84,69732.67,0,0,0
0,3,5,77954.10,97759.99,0,1,1
10,2,4,38788.42,130520.08,0,1,0
16,1,2,26822.37,118986.97,1,1,0
11,1,2,28836.64,50460.52,0,1,0
12,1,4,121668.34,173985.63,0,0,0
11,1,4,91218.29,148300.79,0,0,0
12,1,4,43723.25,94435.86,0,1,0
6,2,5,61729.07,130759.08,0,1,0
1,1,2,11577.00,50869.35,0,1,0
15,1,3,98602.62,121420.58,0,0,0
6,3,4,60996.10,158689.54,0,1,0
8,1,4,94148.24,91655.01,0,0,0
14,1,2,43961.63,30935.64,0,0,0
1,2,4,66656.48,202629.30,0,1,0
14,1,5,128162.17,222967.84,0,0,0
6,2,6,81997.73,276341.60,0,1,0
1,1,4,68271.81,64915.92,0,0,0
13,3,6,185851.28,137817.35,0,0,0
6,1,3,41626.22,132860.26,0,1,0
0,1,3,65934.64,200621.91,0,0,0
6,2,6,96077.01,379517.13,0,1,0
7,1,3,43376.47,121420.45,0,1,0
0,1,3,34284.81,58450.08,0,1,0
12,1,3,58669.40,67079.12,0,0,0
0,2,3,35884.78,63968.71,0,1,0
5,1,2,53507.06,65814.46,0,0,0
11,1,2,28983.42,35789.77,0,1,0
4,1,3,61751.01,91645.97,0,0,0
9,2,4,64040.24,133187.25,0,1,0
0,1,5,85163.51,137647.29,0,0,0
13,1,3,44037.32,49371.77,0,1,0
13,4,5,43362.57,134024.63,0,1,0
2,4,6,83977.43,128650.99,0,1,1
4,1,4,50320.26,93853.83,0,1,0
3,1,5,52898.85,193508.01,0,1,0
1,3,6,94755.56,174794.10,0,1,1
5,1,3,61453.22,35782.06,0,0,0
7,1,2,57817.77,53238.89,0,0,0
16,1,2,33720.37,29060.95,0,0,0
4,1,3,41936.59,125105.84,0,1,0
4,3,5,81724.83,143043.30,0,1,0
2,2,3,32914.12,97337.38,0,1,0
5,1,3,48872.86,118337.17,0,1,0
7,3,6,130749.26,277583.51,0,0,0
0,1,5,82007.34,223983.08,0,1,0
12,4,5,73964.88,141475.78,0,1,0
5,1,4,85003.53,210934.66,0,0,0
14,1,3,47919.84,104410.01,0,1,0
16,1,3,42663.08,83966.45,1,1,0
15,1,3,87275.91,85887.39,0,0,0
6,1,2,47090.39,28693.30,0,0,0
17,1,3,55525.87,52258.20,1,0,0
3,1,4,79228.18,74355.48,0,0,0
11,2,5,81940.00,133634.90,0,1,0
3,1,4,127808.66,148320.62,0,0,0
10,1,2,31352.35,79212.09,0,1,0
12,2,6,109284.76,382959.40,0,0,0
8,1,3,27072.51,91250.51,0,1,0
13,2,3,69056.91,177625.94,0,0,0
17,1,4,73498.86,130217.73,1,0,0
8,2,4,34130.38,171968.94,0,1,0
12,1,3,57722.62,119222.12,0,0,0
10,2,4,171859.52,107501.81,0,0,0
11,2,4,46080.04,74177.04,0,1,0
5,1,3,75561.00,114653.62,0,0,0
17,1,5,63153.44,112068.06,1,1,0
3,1,2,39887.92,28759.26,0,0,0
6,3,6,139397.87,87160.82,0,0,0
8,1,2,31332.99,54168.09,0,1,0
1,1,4,49927.56,88249.91,0,1,0
6,1,3,71691.18,66249.74,0,0,0
10,1,4,67795.49,174555.62,0,1,0
13,2,4,107564.33,49072.06,0,0,0
13,2,5,147484.84,316136.29,0,0,0
17,1,4,61357.97,85312.49,1,1,0
8,1,3,36604.40,169641.39,0,1,0
17,1,2,15498.16,93820.41,1,1,0
4,2,5,63181.58,75386.43,0,1,0
17,2,3,54181.44,74049.45,0,0,0
6,1,3,36385.85,90258.98,0,1,0
15,3,5,216882.51,155661.99,0,0,0
9,2,5,64490.62,120485.15,0,1,0
4,2,4,122733.13,117346.02,0,0,0
6,1,3,35042.24,127198.00,0,1,0
13,2,4,69641.46,167892.96,0,0,0
14,1,6,144700.82,82094.78,0,0,0
0,1,3,72443.56,72286.80,0,0,0
11,1,4,52828.94,81031.49,0,1,0
14,5,6,123818.20,109383.27,0,0,0
10,1,2,34079.19,84742.29,0,0,0
6,1,3,46359.62,145355.31,0,1,0
17,2,5,51167.43,238064.27,1,1,0
7,1,3,86963.82,244603.46,0,0,0
3,2,4,67625.96,120661.29,0,1,0
13,1,3,73753.81,70546.47,0,0,0
1,3,5,108739.52,230423.56,0,0,0
1,1,2,16458.27,115580.22,0,1,0
13,2,4,76052.90,235774.57,0,0,0
11,3,5,69973.83,148202.10,0,1,0
1,3,6,93444.60,194747.24,0,1,0
6,1,5,60304.92,138873.88,0,1,0
4,1,4,81373.15,129496.79,0,0,0
6,2,4,33076.44,126576.32,0,1,0
13,1,3,49786.98,137348.56,0,1,0
6,2,3,44948.72,96210.60,0,1,0
4,2,7,110982.72,278259.56,0,1,0
10,1,5,124229.37,163851.19,0,0,0
15,1,3,59414.79,112648.94,0,0,0
14,2,4,75789.25,147250.70,0,0,0
6,1,2,46602.69,80660.68,0,0,0
15,2,5,36466.98,159005.03,0,1,0
13,1,2,23088.58,51433.49,0,1,0
10,1,2,33527.17,67629.98,0,1,0
10,1,6,120495.35,133838.45,0,0,0
10,2,4,37343.66,82197.08,0,1,0
13,2,5,82595.01,197947.08,0,1,0
6,1,4,30807.26,172565.37,0,1,0
3,1,2,20770.66,53630.55,0,1,0
8,1,3,142641.88,167254.32,0,0,0
2,2,5,91047.71,125938.15,0,0,0
8,3,4,65768.40,95092.83,0,1,0
1,2,4,60228.88,65486.44,0,1,0
2,2,5,70752.43,74269.21,0,1,0
17,1,3,20602.05,121831.07,1,1,0
1,1,3,31789.63,45889.93,0,1,0
13,2,6,98489.39,149134.08,0,1,0
3,2,5,82993.73,145219.00,0,1,0
15,1,2,21852.37,75020.70,0,1,0
16,1,3,50019.94,241932.07,0,0,0
10,1,2,43614.99,85496.69,0,0,0
15,2,3,53593.70,99186.76,0,0,0
6,1,3,83985.20,77962.24,0,0,0
16,2,4,32094.01,135495.37,0,0,0
10,1,4,39130.47,88739.28,0,1,0
15,1,3,90008.04,101794.59,0,0,0
2,2,4,73651.27,163502.83,0,0,0
3,1,3,45645.11,176967.49,0,1,0
16,1,4,71026.34,115495.41,0,0,0
4,2,3,34093.05,61620.73,0,1,0
9,3,4,142761.43,132916.98,0,0,0
0,1,5,119222.02,333291.28,0,0,0
7,1,6,84610.19,475892.11,0,1,0
6,1,3,42613.67,73918.71,0,1,0
6,1,3,70761.45,90080.38,0,0,0
9,1,3,88369.10,69399.55,0,0,0
14,2,5,154636.93,143202.20,0,0,0
5,2,7,97099.66,112091.23,0,1,0
13,1,3,35707.15,92961.59,0,1,0
12,1,2,29757.34,26931.44,0,1,0
5,2,4,68840.85,168293.61,0,0,0
9,3,5,75551.70,160227.44,0,1,0
17,1,2,16722.93,58459.50,0,0,0
13,1,4,47581.56,59353.51,0,1,0
2,2,4,43208.68,287095.72,0,1,0
6,1,2,30272.78,107749.98,0,1,0
2,1,3,87103.12,99399.52,0,0,0
2,2,4,103080.26,115529.74,0,0,0
9,1,3,73804.11,72065.09,0,0,0
16,1,6,147198.78,203942.62,1,0,0
12,5,6,168425.92,119684.17,0,0,0
14,1,3,40439.77,65077.19,0,1,0
10,1,2,20641.82,66802.74,0,1,0
11,1,3,68550.68,119874.44,0,0,0
15,1,3,89819.09,143821.76,0,0,0
0,2,4,52847.42,111589.17,0,1,0
2,1,7,227596.03,238453.17,0,0,0
3,1,4,72068.41,253028.52,0,0,0
15,2,4,149142.03,155685.36,0,0,0
4,1,4,61776.07,59576.26,0,1,0
3,2,4,64536.58,217066.26,0,1,0
15,3,6,81037.47,195900.48,0,1,0
13,1,3,45199.94,101592.08,0,1,0
4,1,2,36312.01,59230.24,0,0,0
9,1,2,30621.62,46452.27,0,1,0
8,2,5,47665.35,69945.82,0,1,0
15,4,5,59239.32,147411.82,0,1,0
13,1,3,102997.86,73480.65,0,0,0
10,4,5,85925.66,151328.14,0,0,0
12,2,4,37327.69,95781.39,0,1,0
8,1,3,59378.55,47591.71,0,0,0
14,1,2,21557.84,94105.87,0,1,0
5,2,6,117948.53,116644.57,0,0,0
10,1,3,31276.11,121009.72,0,1,0
15,1,4,61131.70,181525.39,0,1,0
14,1,3,35806.04,142100.86,0,1,0
8,2,4,88420.58,199967.94,0,0,0
5,4,6,167881.41,179586.93,0,0,0
17,1,4,88190.91,195292.53,1,0,0
5,1,3,73790.72,74322.77,0,0,0
14,2,4,60955.26,147518.55,0,1,0
15,1,6,231829.84,197112.08,0,0,0
7,1,4,109835.71,141671.94,0,0,0
13,3,4,76014.14,107878.12,0,0,0
10,1,4,90802.78,167044.65,0,0,0
15,1,2,29220.31,47919.25,0,1,0
2,1,2,38877.59,69339.24,0,0,0
15,3,5,90855.43,136802.98,0,0,0
12,1,4,99496.26,307694.18,0,0,0
4,1,3,82085.13,83467.06,0,0,0
8,2,5,99143.55,257581.96,0,0,0
14,3,5,50789.45,149171.70,0,1,0
5,1,2,41592.44,62480.54,0,0,0
11,3,5,67416.07,166341.24,0,1,0
4,1,3,59821.90,103469.31,0,0,0
1,2,5,51760.99,160500.72,0,1,0
1,2,5,83212.31,268637.70,0,1,0
4,1,4,51039.42,72168.76,0,1,0
8,1,4,30919.55,102482.45,0,1,0
11,2,5,53635.86,259966.91,0,1,0
17,3,4,54143.64,123943.08,1,1,0
8,1,3,66348.62,55877.24,0,0,0
10,3,4,81849.89,79206.78,0,0,0
0,1,4,70416.91,107447.70,0,0,0
4,1,2,35798.89,52493.51,0,0,0
8,1,5,104540.45,198563.04,0,0,0
10,2,4,107712.66,206628.91,0,0,0
0,1,4,156692.12,326601.01,0,0,0
14,2,4,71112.86,130438.00,0,0,0
13,2,4,37119.64,49199.72,0,1,0
16,2,5,51110.44,137762.78,1,1,0
14,1,3,58763.41,77443.39,0,0,0
2,1,2,38583.07,73990.58,0,0,0
1,3,9,104669.28,466357.28,0,1,0
6,4,5,64668.08,169860.83,0,1,0
8,1,3,80347.08,71469.02,0,0,0
0,3,5,134400.03,266677.11,0,0,0
0,1,3,57036.26,68827.46,0,0,0
14,4,6,99719.26,252734.09,0,1,0
0,3,4,76916.53,95750.35,0,0,1
4,1,2,53760.60,38421.45,0,0,0
0,1,2,34196.81,104696.47,0,0,0
14,1,3,43749.53,139532.90,0,1,0
7,1,3,60515.53,60011.88,0,0,0
11,1,3,39978.67,153810.05,0,1,0
14,4,6,104000.99,238907.44,0,0,0
13,2,7,168361.96,228379.71,0,0,0
6,1,3,32414.78,111322.46,0,1,0
16,2,5,148471.08,174806.86,1,0,0
16,3,4,30729.82,104973.19,1,1,0
1,1,7,89392.49,293526.49,0,1,0
6,2,7,96346.60,148641.82,0,1,0
5,1,2,40424.97,53090.85,0,0,0
11,1,6,76691.81,309718.98,0,1,0
13,1,4,93226.37,172188.90,0,0,0
7,1,4,39835.17,89912.43,0,1,0
15,2,5,35038.18,117483.62,0,1,0
1,3,5,125243.43,178559.40,0,0,0
16,1,4,134819.54,108812.26,1,0,0
9,1,4,85803.95,119549.70,0,0,0
0,2,4,35274.60,105441.84,0,1,0
12,1,2,18758.61,120056.07,0,1,0
5,1,4,117393.53,57475.13,0,0,0
0,1,2,28227.64,56613.82,0,1,0
0,2,4,42864.88,85906.24,0,1,0
15,3,5,108465.86,155523.82,0,0,0
3,3,7,160037.33,209103.73,0,0,0
1,1,4,36719.74,110632.42,0,1,0
6,1,2,66035.62,61166.18,0,0,0
11,2,5,178673.38,136544.36,0,0,0
14,2,7,100360.01,327022.38,0,1,0
17,1,3,51327.64,93846.00,1,0,0
15,1,2,20842.81,53617.15,0,1,0
6,2,4,66354.42,157610.80,0,1,0
14,1,2,19932.68,76197.50,0,1,0
7,1,4,79737.21,110837.91,0,0,0
8,1,2,20740.87,129776.82,0,1,0
17,2,3,97538.57,134781.24,0,0,0
1,1,2,17538.44,80115.55,0,1,0
8,1,2,29519.48,101061.31,0,1,0
4,1,4,82515.86,78189.28,0,0,0
10,1,2,27532.50,99350.38,0,1,0
6,1,3,96714.71,160634.09,0,0,0
1,2,5,117657.17,116947.23,0,0,0
12,1,2,25330.54,85276.61,0,1,0
14,2,4,50049.46,149975.84,0,1,0
0,3,6,131669.19,250681.92,0,0,0
7,1,5,72247.96,264956.83,0,1,0
11,1,3,26787.82,68914.57,0,1,0
6,1,4,45994.80,105962.78,0,1,0
7,1,5,55920.01,169040.81,0,1,0
6,1,3,75276.12,107085.46,0,0,0
12,1,3,87134.89,82148.41,0,0,0
8,3,5,35292.53,131729.65,0,1,0
13,1,3,57409.07,63388.55,0,0,0
5,2,4,54556.17,116288.64,0,1,0
1,1,5,71885.63,115965.35,0,1,0
14,1,2,29152.75,60494.08,0,1,0
2,1,3,55746.41,106972.10,0,0,0
2,1,4,84175.18,247957.66,0,0,0
3,2,4,81984.95,172448.33,0,0,0
11,1,2,28317.11,45062.40,0,1,0
4,3,5,70273.53,125204.82,0,1,0
7,1,4,52001.31,178377.42,0,1,0
14,1,4,136223.37,181681.73,0,0,0
9,1,2,33069.04,107981.39,0,1,0
11,1,4,38217.91,109142.21,0,1,0
5,2,7,111144.38,174319.92,0,1,0
17,2,4,60282.40,91282.69,1,1,0
16,1,3,56219.56,66343.70,1,0,0
17,3,5,61043.45,276489.71,1,1,0
10,2,5,50580.60,127218.37,0,1,0
0,1,2,57758.93,48743.28,0,0,0
3,2,5,75040.84,219412.74,0,1,0
13,1,3,92056.04,82110.60,0,0,0
17,1,2,36047.01,102157.25,1,0,0
4,1,4,120210.31,109525.09,0,0,0
3,3,6,102938.26,177782.87,0,0,0
12,1,3,45491.44,166992.12,0,1,0
16,1,4,88369.36,138620.66,0,0,0
10,1,3,64099.58,138260.00,0,0,0
15,1,2,17473.68,74885.78,0,1,0
0,1,4,186040.77,190529.19,0,0,0
14,2,4,45805.93,172119.75,0,1,0
7,3,5,58936.40,288844.73,0,1,0
0,1,2,43613.17,84525.81,0,0,0
17,1,4,58152.87,183125.53,1,1,0
1,1,3,67641.40,106351.53,0,0,0
8,1,3,34691.50,70133.56,0,1,0
11,1,2,49792.33,61591.49,0,0,0
15,1,4,37163.26,218483.25,0,1,0
12,1,3,40111.19,118756.13,0,1,0
5,2,5,71391.20,242370.01,0,1,0
9,1,3,57657.43,151240.12,0,0,0
5,4,5,86279.96,187264.13,0,0,0
12,1,4,62755.20,87165.22,0,1,0
17,2,4,40882.07,126564.71,1,1,0
10,2,4,65444.49,59713.51,0,1,0
13,1,2,36632.85,50975.77,0,0,0
8,3,8,238597.86,379021.92,0,0,0
13,1,6,85711.23,140374.26,0,1,0
11,2,8,332198.76,256225.06,0,0,0
14,1,6,67537.73,478027.27,0,1,0
17,1,3,78678.97,77457.05,1,0,0
6,2,6,121796.18,123105.52,0,0,0
8,1,3,26950.37,62643.50,0,1,0
1,1,2,33646.09,80994.19,0,1,0
12,4,5,108568.34,195891.09,0,0,0
5,1,5,123837.08,224634.32,0,0,0
12,2,4,65229.09,95826.48,0,1,0
10,2,4,77547.60,131494.06,0,0,0
3,1,3,31297.74,105048.70,0,1,0
11,3,5,84551.57,144593.24,0,1,0
17,3,4,43390.15,177077.66,1,1,0
8,3,4,81877.56,145151.41,0,0,0
10,2,4,45184.99,216443.91,0,1,0
4,4,7,145751.31,155063.87,0,0,0
17,1,3,61039.62,113657.37,0,0,0
13,1,6,135059.12,146031.39,0,0,0
1,1,3,135544.58,99799.97,0,0,0
17,2,3,45646.65,97515.47,0,0,0
0,1,2,27429.83,48100.29,0,1,0
8,2,3,48833.38,46694.62,0,1,0
11,1,2,53213.16,78687.70,0,0,0
17,4,6,127131.78,227768.34,1,0,0
15,1,2,61914.50,23719.42,0,0,0
6,1,3,91500.50,101573.59,0,0,0
2,1,5,169944.44,82472.17,0,0,0
6,2,3,50677.81,69486.13,0,1,0
5,2,3,48456.35,85779.81,0,1,0
2,1,4,77010.24,57852.10,0,0,0
14,4,5,72314.00,102268.58,0,1,0
2,1,4,62097.12,92906.90,0,1,0
9,1,2,31094.76,48816.80,0,1,0
0,2,4,78288.79,196361.57,0,0,0
10,1,3,61514.57,47490.23,0,0,0
0,1,3,49803.65,44140.43,0,1,0
3,3,5,82423.19,406289.43,0,1,0
12,1,4,41835.84,94613.14,0,1,0
0,1,3,47393.94,133593.29,0,1,0
0,1,5,115596.18,68344.64,0,0,0
0,2,5,77193.13,282390.37,0,1,0
7,1,4,40009.99,139615.09,0,1,0
12,2,4,46475.24,78039.39,0,1,0
12,1,3,70729.23,180589.80,0,0,0
4,1,4,59690.00,187964.06,0,1,0
10,2,4,62540.34,191190.64,0,1,0
15,2,5,66263.61,270328.69,0,1,0
8,1,4,106187.56,56655.26,0,0,0
10,2,4,82280.94,166968.32,0,0,0
7,1,6,134716.61,78766.31,0,0,0
1,2,5,94859.63,119611.64,0,0,0
1,2,4,48688.81,124107.29,0,1,0
15,4,5,60216.01,62469.58,0,1,0
1,1,2,22472.80,66169.05,0,1,0
11,2,5,163650.42,127952.30,0,0,0
6,2,4,72060.39,157265.50,0,0,0
13,1,3,70535.03,72895.93,0,0,0
6,1,4,62525.05,41500.67,0,1,0
3,2,4,85867.14,64222.01,0,0,0
2,1,4,84127.33,90206.81,0,0,0
17,3,6,137720.67,243118.08,1,0,0
12,3,5,42553.18,165205.93,0,1,0
9,1,3,31932.67,92132.46,0,1,0
14,2,4,88456.34,103767.71,0,0,0
11,1,5,38265.88,56779.75,0,1,0
2,1,6,104134.84,141829.80,0,0,0
8,2,6,102793.45,104611.33,0,0,0
9,1,3,61707.49,66980.92,0,0,0
11,3,5,102363.38,151088.55,0,0,0
17,1,2,67320.03,53254.79,1,0,0
17,1,4,33621.52,164840.95,0,0,0
1,1,4,98416.04,123573.75,0,0,0
11,1,4,76944.88,97086.85,0,0,0
15,3,7,168151.08,162502.64,0,0,0
6,2,4,95361.14,128853.12,0,0,0
2,1,2,22722.69,91317.14,0,1,0
4,4,6,157280.88,342289.77,0,0,0
16,1,4,128006.95,229447.95,0,0,0
6,1,2,24394.42,85579.75,0,1,0
13,2,3,50685.72,133093.98,0,1,0
14,4,5,53668.83,107952.63,0,1,0
12,4,6,137211.63,149777.85,0,0,0
4,2,6,137180.15,386344.85,0,0,0
3,2,4,46644.64,95465.25,0,1,0
10,2,4,83568.45,132815.40,0,0,0
2,4,6,93011.14,244343.78,0,1,0
13,3,5,101385.66,146941.92,0,0,0
17,3,6,62742.75,153261.35,1,1,0
7,1,2,38504.31,81147.28,0,0,0
0,1,7,101008.74,161809.82,0,1,0
8,1,3,40401.30,82824.73,0,1,0
15,2,5,97484.56,139726.96,0,0,0
15,2,5,145317.26,186791.05,0,0,0
3,2,3,108637.78,80198.45,0,0,0
15,1,4,70299.17,132491.80,0,0,0
3,2,5,77582.84,141871.88,0,1,0
17,1,5,57163.80,138058.19,1,1,0
13,1,2,31415.61,29385.67,0,1,0
2,1,4,91518.95,170461.31,0,0,0
2,3,6,112706.97,134186.94,0,0,1
5,4,5,72153.83,139585.31,0,1,0
3,1,5,71512.36,278215.71,0,1,0
14,2,5,156663.04,106566.10,0,0,0
3,3,5,31365.24,222908.93,0,1,0
12,1,7,176095.32,372316.95,0,0,0
8,3,5,88278.36,151882.52,0,0,0
8,2,4,191324.28,159448.33,0,0,0
16,5,6,103182.82,149559.10,0,0,0
17,1,2,40488.17,64680.23,1,0,0
17,1,3,51416.18,142604.01,1,0,0
8,2,5,102072.02,175470.56,0,0,0
1,4,6,110341.59,267864.66,0,0,0
12,3,6,116489.72,236998.03,0,0,0
6,1,3,47789.63,67114.58,0,1,0
9,2,4,49800.92,64519.91,0,1,0
17,2,4,75836.93,111821.71,1,0,0
14,4,5,98746.07,446760.82,0,0,0
16,2,3,71358.19,110495.55,1,0,0
16,1,4,60882.79,104139.90,1,1,0
5,2,4,74686.10,191213.04,0,0,0
7,1,3,81660.91,89453.32,0,0,0
10,2,4,55445.37,259865.21,0,1,0
17,1,4,67463.95,71675.18,1,1,0
2,2,4,89099.42,72256.22,0,0,0
12,1,4,81200.53,181658.52,0,0,0
7,1,4,113297.49,150605.69,0,0,0
16,3,4,64001.25,111197.29,0,0,0
5,5,6,168767.30,176881.39,0,0,0
12,3,4,84610.47,122025.67,0,0,0
1,1,3,53784.63,56024.25,0,0,0
7,2,4,123111.56,144321.57,0,0,0
12,1,4,72829.42,68321.34,0,0,0
14,1,3,69258.08,149431.87,0,0,0
0,1,3,74493.68,102981.63,0,0,0
17,2,4,56442.41,139710.32,1,1,0
10,2,4,60432.85,117996.81,0,1,0
16,2,4,83739.01,176990.76,0,0,0
11,1,2,24770.79,40142.09,0,1,0
3,3,5,35300.75,171358.24,0,1,0
0,3,6,66707.96,300437.73,0,1,0
0,4,7,215093.01,155378.12,0,0,1
14,1,2,34097.27,75330.62,0,0,0
14,3,4,129710.24,67314.91,0,0,0
4,2,5,131880.90,188323.46,0,0,0
7,1,2,44953.05,51547.12,0,0,0
14,1,2,94496.53,67987.01,0,0,0
0,1,5,54056.08,131664.53,0,1,0
14,1,3,60676.77,68349.33,0,0,0
16,1,2,62597.54,43484.40,0,0,0
1,1,4,39054.75,268744.42,0,1,0
4,1,2,30972.49,55699.49,0,1,0
7,2,6,65179.50,185526.02,0,1,0
9,1,2,36280.94,63892.93,0,0,0
12,1,5,44513.97,199692.31,0,1,0
5,1,4,61278.25,100077.82,0,1,0
5,2,6,51067.65,137566.22,0,1,0
17,1,3,59462.00,152774.18,1,0,0
10,1,3,85376.49,59877.14,0,0,0
4,2,5,79812.27,119639.86,0,1,0
8,2,3,34983.98,50718.78,0,1,0
11,3,6,86751.13,200510.16,0,1,0
11,1,2,69192.61,44255.00,0,0,0
4,4,7,69950.22,375637.81,0,1,0
2,8,10,321092.05,205357.69,0,0,1
2,3,4,51924.89,159913.33,0,1,0
13,1,2,37081.37,35329.16,0,0,0
13,1,3,26212.14,137020.07,0,1,0
1,2,3,32673.88,49580.10,0,1,0
12,1,3,46822.34,105088.08,0,1,0
14,2,3,21890.33,256531.67,0,1,0
13,1,4,67559.15,195696.53,0,1,0
2,3,5,76761.44,66018.69,0,1,1
13,2,3,31971.40,45530.28,0,1,0
5,1,2,27080.38,67783.41,0,1,0
7,1,5,85153.74,187396.39,0,0,0
8,1,3,31289.43,138774.83,0,1,0
14,1,2,26769.45,57528.38,0,1,0
4,1,6,77937.43,155232.70,0,1,0
11,1,3,57062.91,83894.13,0,0,0
11,1,2,43231.11,54464.08,0,0,0
